N,Song1,Song2,Cluster_1,Cluster_2
0,lady_love,word_warning,1,1
1,chatterbox_carew,chatterbox_jerome,3,3
2,prelude,dakota,7,7
3,shepherd,beginthebeguine,1,1
4,sadness,youdbesonice,1,1
5,motheranddad,nearyou,3,3
6,rendezvous,idreamed,4,4
7,mizpahshalom,shalom,1,1
8,mojoworkout,gotmymojoworking,0,0
9,daybyday,themetodayshow,2,2
10,letitend,howdeepisyourlove,1,1
11,greengrassgrows,superstring,1,1
12,gehtsparkasse,begood,5,5
13,heartbeat,getoveryou,5,5
14,gumtree,downunder,1,1
15,blessees,janine,1,1
