N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,0,0
1,light_myLife,lady_divine_pt2,0,0
2,light_myLife,lady_divine_pt3,0,0
3,confessing,starlight,0,0
4,o_gladsome,o_light,0,0
5,old_eli,someday_prince,0,0
6,alla_rancho,el_rancho_anonymous,0,0
7,whisper_to_me,itallcomes,0,0
8,prelude,dakota,0,0
9,shepherd,beginthebeguine,0,0
10,sadness,youdbesonice,0,0
11,twilightwaltz,calledlove,0,0
12,motheranddad,nearyou,0,0
13,thehappywhistler,sanfranciscobrewingad,0,0
14,muehlebachbeersmith,timeformuehlebach,0,0
15,hessofine,mysweetlord,0,0
16,jeanniemichele,themeatimetolove,0,0
17,keeponsinging,keeponsingingtwo,1,1
18,dirlada,loopdilove,0,0
19,pourtoi,feelings,0,0
20,uncantoagalicia,bisschenfrieden,0,0
21,es,hey,0,0
22,tillyou,phantomoftheopera,0,0
23,ithinkaboutyou,ithinkaboutyoutwo,0,0
24,whereareyounow,whereareyou,0,0
25,gehtsparkasse,begood,0,0
26,heartbeat,getoveryou,0,0
27,reich,niveau,0,0
