N,Song1,Song2,Cluster_1,Cluster_2
0,does_anybody,bali,1,1
1,alla_rancho,el_rancho_anonymous,1,1
2,chatterbox_carew,chatterbox_jerome,1,1
3,prelude,dakota,7,7
4,amothersprayer,myownsweet,4,4
5,motheranddad,nearyou,4,4
6,goodnight,whilewedream,7,7
7,rendezvous,idreamed,4,4
8,daybyday,themetodayshow,0,0
9,keeponsinging,keeponsingingtwo,6,6
10,dirlada,loopdilove,2,2
11,pourtoi,feelings,7,7
12,uncantoagalicia,bisschenfrieden,2,2
13,ithinkaboutyou,ithinkaboutyoutwo,2,2
14,greengrassgrows,superstring,5,5
15,whereareyounow,whereareyou,2,2
16,gehtsparkasse,begood,5,5
17,heartbeat,getoveryou,5,5
18,blessees,janine,5,5
19,reich,niveau,6,6
