N,Song1,Song2,Cluster_1,Cluster_2
0,o_gladsome,o_light,2,2
1,does_anybody,bali,3,3
2,alla_rancho,el_rancho_anonymous,3,3
3,chatterbox_carew,chatterbox_jerome,3,3
4,kansas,roses,3,3
5,whisper_to_me,itallcomes,1,1
6,prelude,dakota,3,3
7,amothersprayer,myownsweet,2,2
8,twilightwaltz,calledlove,3,3
9,motheranddad,nearyou,2,2
10,goodnight,whilewedream,3,3
11,rendezvous,idreamed,2,2
12,mizpahshalom,shalom,3,3
13,evangelimann,mitternachtstango,1,1
14,hessofine,mysweetlord,3,3
15,jeanniemichele,themeatimetolove,1,1
16,daybyday,themetodayshow,1,1
17,dirlada,loopdilove,1,1
18,greengrassgrows,superstring,4,4
19,whereareyounow,whereareyou,1,1
20,gehtsparkasse,begood,4,4
21,heartbeat,getoveryou,4,4
22,gumtree,downunder,3,3
23,blessees,janine,4,4
24,reich,niveau,1,1
