N,Song1,Song2,Cluster_1,Cluster_2
0,does_anybody,bali,11,11
1,alla_rancho,el_rancho_anonymous,11,11
2,chatterbox_carew,chatterbox_jerome,5,5
3,kansas,roses,11,11
4,prelude,dakota,11,11
5,amothersprayer,myownsweet,1,1
6,motheranddad,nearyou,1,1
7,goodnight,whilewedream,3,3
8,rendezvous,idreamed,1,1
9,hessofine,mysweetlord,3,3
10,daybyday,themetodayshow,8,8
11,keeponsinging,keeponsingingtwo,7,7
12,dirlada,loopdilove,4,4
13,greengrassgrows,superstring,6,6
14,gehtsparkasse,begood,6,6
15,heartbeat,getoveryou,6,6
16,blessees,janine,6,6
17,reich,niveau,7,7
