N,Song1,Song2,Cluster_1,Cluster_2
0,lady_love,word_warning,9,9
1,does_anybody,bali,1,1
2,whisper_to_me,itallcomes,12,12
3,prelude,dakota,2,2
4,amothersprayer,myownsweet,5,5
5,motheranddad,nearyou,9,9
6,rendezvous,idreamed,10,10
7,evangelimann,mitternachtstango,12,12
8,jeanniemichele,themeatimetolove,14,14
9,ithinkaboutyou,ithinkaboutyoutwo,14,14
10,greengrassgrows,superstring,14,14
11,gehtsparkasse,begood,3,3
12,heartbeat,getoveryou,3,3
13,blessees,janine,3,3
14,reich,niveau,1,1
