N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,0,0
1,light_myLife,lady_divine_pt2,0,0
2,lady_love,word_warning,0,0
3,spider,desert_song,2,2
4,whisper_to_me,itallcomes,2,2
5,messiah,fence,0,0
6,shepherd,beginthebeguine,0,0
7,sadness,youdbesonice,2,2
8,motheranddad,nearyou,0,0
9,mizpahshalom,shalom,0,0
10,evangelimann,mitternachtstango,0,0
11,mojoworkout,gotmymojoworking,2,2
12,sognonostalgico,girlinthedark,2,2
13,dirlada,loopdilove,1,1
14,letitend,howdeepisyourlove,1,1
15,lifeisarock,menusong,2,2
16,es,hey,0,0
17,ithinkaboutyou,ithinkaboutyoutwo,0,0
18,greengrassgrows,superstring,2,2
19,gehtsparkasse,begood,2,2
20,heartbeat,getoveryou,2,2
21,blessees,janine,2,2
