N,Song1,Song2,Algo,Embedding,Perc
0,tonighthesailedagain,iloveyouyesido,Kmean,300,0.0
1,tonighthesailedagain,iloveyouyesido,Kmean,100,0.0
2,tonighthesailedagain,iloveyouyesido,Kmean,200,0.0
3,tonighthesailedagain,iloveyouyesido,Kmean,50,0.0
4,tonighthesailedagain,iloveyouyesido,Kmean,150,0.0
