N,Song1,Song2,Algo,Embedding,Perc
0,hessofine,mysweetlord,Kmean,300,4.35
1,hessofine,mysweetlord,Kmean,100,13.04
2,hessofine,mysweetlord,Kmean,200,10.14
3,hessofine,mysweetlord,Kmean,50,0.0
4,hessofine,mysweetlord,Kmean,150,7.25
