N,Song1,Song2,Algo,Embedding,Perc
0,blessees,janine,Kmean,300,5.8
1,blessees,janine,Kmean,100,1.45
2,blessees,janine,Kmean,200,5.8
3,blessees,janine,Kmean,50,0.0
4,blessees,janine,Kmean,150,0.0
