N,Song1,Song2,Algo,Embedding,Perc
0,old_eli,someday_prince,Kmean,300,0.0
1,old_eli,someday_prince,Kmean,100,1.45
2,old_eli,someday_prince,Kmean,200,0.0
3,old_eli,someday_prince,Kmean,50,4.35
4,old_eli,someday_prince,Kmean,150,0.0
