N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,7,7
1,light_myLife,lady_divine_pt2,7,7
2,light_myLife,lady_divine_pt3,7,7
3,confessing,starlight,7,7
4,o_gladsome,o_light,7,7
5,lady_love,word_warning,7,7
6,old_eli,someday_prince,7,7
7,alla_rancho,el_rancho_anonymous,7,7
8,kalamazoo_arnstein,kalamazoo_warren,7,7
9,prelude,dakota,6,6
10,vagyok,perhaps,7,7
11,shepherd,beginthebeguine,7,7
12,amothersprayer,myownsweet,7,7
13,motheranddad,nearyou,7,7
14,muehlebachbeersmith,timeformuehlebach,7,7
15,hessofine,mysweetlord,6,6
16,keeponsinging,keeponsingingtwo,7,7
17,pourtoi,feelings,7,7
18,uncantoagalicia,bisschenfrieden,7,7
19,es,hey,7,7
20,greengrassgrows,superstring,7,7
21,whereareyounow,whereareyou,6,6
22,heartbeat,getoveryou,8,8
23,gumtree,downunder,7,7
24,blessees,janine,7,7
