N,Song1,Song2,Cluster_1,Cluster_2
0,does_anybody,bali,1,1
1,chatterbox_carew,chatterbox_jerome,1,1
2,messiah,fence,1,1
3,twilightwaltz,calledlove,1,1
4,motheranddad,nearyou,1,1
5,thehappywhistler,sanfranciscobrewingad,0,0
6,rendezvous,idreamed,0,0
7,mizpahshalom,shalom,4,4
8,mojoworkout,gotmymojoworking,2,2
9,sognonostalgico,girlinthedark,1,1
10,jeanniemichele,themeatimetolove,0,0
11,daybyday,themetodayshow,3,3
12,greengrassgrows,superstring,4,4
13,whereareyounow,whereareyou,0,0
14,gehtsparkasse,begood,2,2
15,heartbeat,getoveryou,2,2
16,blessees,janine,4,4
