N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,0,0
1,light_myLife,lady_divine_pt2,0,0
2,light_myLife,lady_divine_pt3,0,0
3,confessing,starlight,0,0
4,o_gladsome,o_light,0,0
5,lady_love,word_warning,0,0
6,old_eli,someday_prince,0,0
7,alla_rancho,el_rancho_anonymous,0,0
8,kansas,roses,0,0
9,whisper_to_me,itallcomes,0,0
10,kalamazoo_arnstein,kalamazoo_warren,0,0
11,prelude,dakota,0,0
12,vagyok,perhaps,0,0
13,shepherd,beginthebeguine,0,0
14,amothersprayer,myownsweet,0,0
15,sadness,youdbesonice,0,0
16,twilightwaltz,calledlove,0,0
17,motheranddad,nearyou,0,0
18,tonighthesailedagain,iloveyouyesido,0,0
19,thehappywhistler,sanfranciscobrewingad,0,0
20,muehlebachbeersmith,timeformuehlebach,0,0
21,mygodandi,mygodanditwo,0,0
22,goodnight,whilewedream,0,0
23,rendezvous,idreamed,0,0
24,mizpahshalom,shalom,0,0
25,evangelimann,mitternachtstango,0,0
26,mojoworkout,gotmymojoworking,0,0
27,sognonostalgico,girlinthedark,0,0
28,hessofine,mysweetlord,0,0
29,jeanniemichele,themeatimetolove,0,0
30,dirlada,loopdilove,0,0
31,pourtoi,feelings,0,0
32,uncantoagalicia,bisschenfrieden,0,0
33,es,hey,0,0
34,tillyou,phantomoftheopera,0,0
35,ithinkaboutyou,ithinkaboutyoutwo,0,0
36,whereareyounow,whereareyou,0,0
37,gehtsparkasse,begood,0,0
38,heartbeat,getoveryou,2,2
39,gumtree,downunder,0,0
40,reich,niveau,0,0
