N,Song1,Song2,Cluster_1,Cluster_2
0,o_gladsome,o_light,0,0
1,lady_love,word_warning,1,1
2,does_anybody,bali,1,1
3,alla_rancho,el_rancho_anonymous,1,1
4,chatterbox_carew,chatterbox_jerome,1,1
5,kansas,roses,1,1
6,whisper_to_me,itallcomes,2,2
7,prelude,dakota,1,1
8,shepherd,beginthebeguine,0,0
9,amothersprayer,myownsweet,0,0
10,twilightwaltz,calledlove,1,1
11,motheranddad,nearyou,0,0
12,goodnight,whilewedream,1,1
13,rendezvous,idreamed,0,0
14,mizpahshalom,shalom,1,1
15,evangelimann,mitternachtstango,2,2
16,hessofine,mysweetlord,1,1
17,keeponsinging,keeponsingingtwo,2,2
18,dirlada,loopdilove,0,0
19,ithinkaboutyou,ithinkaboutyoutwo,2,2
20,greengrassgrows,superstring,0,0
21,gehtsparkasse,begood,0,0
22,heartbeat,getoveryou,0,0
23,blessees,janine,0,0
24,reich,niveau,2,2
