N,Song1,Song2,Algo,Embedding,Perc
0,rendezvous,idreamed,MiniBatch250,300,0.0
1,rendezvous,idreamed,MiniBatch250,100,5.8
2,rendezvous,idreamed,MiniBatch250,200,66.67
3,rendezvous,idreamed,MiniBatch250,50,52.17
4,rendezvous,idreamed,MiniBatch250,150,26.09
