N,Song1,Song2,Algo,Embedding,Perc
0,light_myLife,lady_divine_pt2,MiniBatch250,300,2.9
1,light_myLife,lady_divine_pt2,MiniBatch250,100,37.68
2,light_myLife,lady_divine_pt2,MiniBatch250,200,2.9
3,light_myLife,lady_divine_pt2,MiniBatch250,50,0.0
4,light_myLife,lady_divine_pt2,MiniBatch250,150,0.0
