N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,1,1
1,confessing,starlight,0,0
2,lady_love,word_warning,0,0
3,does_anybody,bali,1,1
4,spider,desert_song,1,1
5,prelude,dakota,2,2
6,vagyok,perhaps,2,2
7,shepherd,beginthebeguine,2,2
8,amothersprayer,myownsweet,2,2
9,twilightwaltz,calledlove,1,1
10,motheranddad,nearyou,0,0
11,thehappywhistler,sanfranciscobrewingad,0,0
12,goodnight,whilewedream,0,0
13,rendezvous,idreamed,2,2
14,evangelimann,mitternachtstango,2,2
15,mojoworkout,gotmymojoworking,1,1
16,daybyday,themetodayshow,2,2
17,letitend,howdeepisyourlove,0,0
18,pourtoi,feelings,0,0
19,greengrassgrows,superstring,2,2
20,whereareyounow,whereareyou,2,2
21,gehtsparkasse,begood,2,2
22,heartbeat,getoveryou,2,2
23,blessees,janine,2,2
24,reich,niveau,1,1
