N,Song1,Song2,Algo,Embedding,Perc
0,uncantoagalicia,bisschenfrieden,Kmean,300,2.9
1,uncantoagalicia,bisschenfrieden,Kmean,100,5.8
2,uncantoagalicia,bisschenfrieden,Kmean,200,14.49
3,uncantoagalicia,bisschenfrieden,Kmean,50,66.67
4,uncantoagalicia,bisschenfrieden,Kmean,150,8.7
