N,Song1,Song2,Algo,Embedding,Perc
0,alla_rancho,el_rancho_anonymous,Kmean,300,0.0
1,alla_rancho,el_rancho_anonymous,Kmean,100,1.45
2,alla_rancho,el_rancho_anonymous,Kmean,200,0.0
3,alla_rancho,el_rancho_anonymous,Kmean,50,0.0
4,alla_rancho,el_rancho_anonymous,Kmean,150,15.94
