N,Song1,Song2,Algo,Embedding,Perc
0,thehappywhistler,sanfranciscobrewingad,Kmean,300,0.0
1,thehappywhistler,sanfranciscobrewingad,Kmean,100,11.59
2,thehappywhistler,sanfranciscobrewingad,Kmean,200,4.35
3,thehappywhistler,sanfranciscobrewingad,Kmean,50,0.0
4,thehappywhistler,sanfranciscobrewingad,Kmean,150,1.45
