N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,1,1
1,light_myLife,lady_divine_pt3,1,1
2,lady_love,word_warning,2,2
3,does_anybody,bali,1,1
4,old_eli,someday_prince,2,2
5,chatterbox_carew,chatterbox_jerome,1,1
6,whisper_to_me,itallcomes,0,0
7,kalamazoo_arnstein,kalamazoo_warren,2,2
8,prelude,dakota,2,2
9,vagyok,perhaps,1,1
10,motheranddad,nearyou,2,2
11,rendezvous,idreamed,1,1
12,evangelimann,mitternachtstango,0,0
13,mojoworkout,gotmymojoworking,0,0
14,sognonostalgico,girlinthedark,1,1
15,jeanniemichele,themeatimetolove,1,1
16,daybyday,themetodayshow,1,1
17,dirlada,loopdilove,1,1
18,letitend,howdeepisyourlove,2,2
19,ithinkaboutyou,ithinkaboutyoutwo,1,1
20,greengrassgrows,superstring,1,1
21,gehtsparkasse,begood,0,0
22,heartbeat,getoveryou,0,0
23,blessees,janine,0,0
24,reich,niveau,1,1
