N,Song1,Song2,Cluster_1,Cluster_2
0,confessing,starlight,0,0
1,lady_love,word_warning,2,2
2,does_anybody,bali,0,0
3,messiah,fence,2,2
4,shepherd,beginthebeguine,2,2
5,motheranddad,nearyou,2,2
6,evangelimann,mitternachtstango,2,2
7,sognonostalgico,girlinthedark,1,1
8,hessofine,mysweetlord,0,0
9,dirlada,loopdilove,3,3
10,letitend,howdeepisyourlove,3,3
11,uncantoagalicia,bisschenfrieden,4,4
12,lifeisarock,menusong,1,1
13,es,hey,2,2
14,ithinkaboutyou,ithinkaboutyoutwo,2,2
15,greengrassgrows,superstring,1,1
16,heartbeat,getoveryou,4,4
17,blessees,janine,4,4
