N,Song1,Song2,Cluster_1,Cluster_2
0,confessing,starlight,2,2
1,lady_love,word_warning,0,0
2,alla_rancho,el_rancho_anonymous,2,2
3,kansas,roses,2,2
4,vagyok,perhaps,2,2
5,messiah,fence,0,0
6,sadness,youdbesonice,2,2
7,motheranddad,nearyou,0,0
8,tonighthesailedagain,iloveyouyesido,0,0
9,mizpahshalom,shalom,2,2
10,evangelimann,mitternachtstango,0,0
11,daybyday,themetodayshow,2,2
12,dirlada,loopdilove,1,1
13,letitend,howdeepisyourlove,1,1
14,uncantoagalicia,bisschenfrieden,2,2
15,lifeisarock,menusong,3,3
16,ithinkaboutyou,ithinkaboutyoutwo,2,2
17,whereareyounow,whereareyou,2,2
18,gehtsparkasse,begood,2,2
19,heartbeat,getoveryou,2,2
20,blessees,janine,2,2
