N,Song1,Song2,Algo,Embedding,Perc
0,muehlebachbeersmith,timeformuehlebach,KMean,300,0.0
1,muehlebachbeersmith,timeformuehlebach,KMean,100,0.0
2,muehlebachbeersmith,timeformuehlebach,KMean,200,1.45
3,muehlebachbeersmith,timeformuehlebach,KMean,50,0.0
4,muehlebachbeersmith,timeformuehlebach,KMean,150,0.0
