N,Song1,Song2,Algo,Embedding,Perc
0,lifeisarock,menusong,KMean,300,72.46
1,lifeisarock,menusong,KMean,100,11.59
2,lifeisarock,menusong,KMean,200,1.45
3,lifeisarock,menusong,KMean,50,8.7
4,lifeisarock,menusong,KMean,150,0.0
