N,Song1,Song2,Algo,Embedding,Perc
0,whisper_to_me,itallcomes,KMean,300,1.45
1,whisper_to_me,itallcomes,KMean,100,0.0
2,whisper_to_me,itallcomes,KMean,200,65.22
3,whisper_to_me,itallcomes,KMean,50,14.49
4,whisper_to_me,itallcomes,KMean,150,2.9
