N,Song1,Song2,Algo,Embedding,Perc
0,twilightwaltz,calledlove,KMean,300,2.9
1,twilightwaltz,calledlove,KMean,100,1.45
2,twilightwaltz,calledlove,KMean,200,2.9
3,twilightwaltz,calledlove,KMean,50,2.9
4,twilightwaltz,calledlove,KMean,150,1.45
