N,Song1,Song2,Cluster_1,Cluster_2
0,does_anybody,bali,2,2
1,alla_rancho,el_rancho_anonymous,2,2
2,chatterbox_carew,chatterbox_jerome,2,2
3,kansas,roses,2,2
4,whisper_to_me,itallcomes,8,8
5,prelude,dakota,2,2
6,amothersprayer,myownsweet,1,1
7,motheranddad,nearyou,1,1
8,goodnight,whilewedream,8,8
9,rendezvous,idreamed,1,1
10,mizpahshalom,shalom,2,2
11,hessofine,mysweetlord,8,8
12,keeponsinging,keeponsingingtwo,8,8
13,dirlada,loopdilove,9,9
14,pourtoi,feelings,3,3
15,greengrassgrows,superstring,5,5
16,heartbeat,getoveryou,4,4
17,blessees,janine,7,7
18,reich,niveau,8,8
