N,Song1,Song2,Cluster_1,Cluster_2
0,does_anybody,bali,1,1
1,alla_rancho,el_rancho_anonymous,1,1
2,chatterbox_carew,chatterbox_jerome,1,1
3,kansas,roses,1,1
4,whisper_to_me,itallcomes,8,8
5,prelude,dakota,1,1
6,amothersprayer,myownsweet,2,2
7,motheranddad,nearyou,2,2
8,goodnight,whilewedream,1,1
9,rendezvous,idreamed,2,2
10,mizpahshalom,shalom,1,1
11,evangelimann,mitternachtstango,8,8
12,keeponsinging,keeponsingingtwo,8,8
13,dirlada,loopdilove,5,5
14,tillyou,phantomoftheopera,8,8
15,greengrassgrows,superstring,4,4
16,heartbeat,getoveryou,7,7
17,blessees,janine,6,6
18,reich,niveau,8,8
