N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,1,1
1,light_myLife,lady_divine_pt3,1,1
2,confessing,starlight,1,1
3,o_gladsome,o_light,1,1
4,lady_love,word_warning,1,1
5,does_anybody,bali,1,1
6,old_eli,someday_prince,1,1
7,kansas,roses,1,1
8,whisper_to_me,itallcomes,1,1
9,prelude,dakota,0,0
10,vagyok,perhaps,0,0
11,messiah,fence,1,1
12,shepherd,beginthebeguine,1,1
13,sadness,youdbesonice,1,1
14,twilightwaltz,calledlove,1,1
15,motheranddad,nearyou,1,1
16,goodnight,whilewedream,1,1
17,mizpahshalom,shalom,1,1
18,mojoworkout,gotmymojoworking,1,1
19,sognonostalgico,girlinthedark,1,1
20,daybyday,themetodayshow,0,0
21,keeponsinging,keeponsingingtwo,1,1
22,dirlada,loopdilove,0,0
23,pourtoi,feelings,0,0
24,uncantoagalicia,bisschenfrieden,1,1
25,greengrassgrows,superstring,1,1
26,gehtsparkasse,begood,1,1
27,heartbeat,getoveryou,1,1
28,gumtree,downunder,1,1
29,blessees,janine,1,1
30,reich,niveau,1,1
