N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,6,6
1,lady_love,word_warning,4,4
2,does_anybody,bali,6,6
3,old_eli,someday_prince,1,1
4,chatterbox_carew,chatterbox_jerome,6,6
5,whisper_to_me,itallcomes,5,5
6,prelude,dakota,4,4
7,motheranddad,nearyou,1,1
8,thehappywhistler,sanfranciscobrewingad,4,4
9,mygodandi,mygodanditwo,4,4
10,evangelimann,mitternachtstango,5,5
11,sognonostalgico,girlinthedark,6,6
12,hessofine,mysweetlord,4,4
13,daybyday,themetodayshow,4,4
14,dirlada,loopdilove,6,6
15,ithinkaboutyou,ithinkaboutyoutwo,6,6
16,gehtsparkasse,begood,2,2
17,heartbeat,getoveryou,2,2
18,blessees,janine,2,2
19,reich,niveau,6,6
