N,Song1,Song2,Cluster_1,Cluster_2
0,lady_love,word_warning,20,20
1,old_eli,someday_prince,20,20
2,prelude,dakota,17,17
3,amothersprayer,myownsweet,11,11
4,motheranddad,nearyou,20,20
5,muehlebachbeersmith,timeformuehlebach,20,20
6,rendezvous,idreamed,11,11
7,jeanniemichele,themeatimetolove,9,9
8,daybyday,themetodayshow,0,0
9,ithinkaboutyou,ithinkaboutyoutwo,9,9
10,greengrassgrows,superstring,9,9
11,gehtsparkasse,begood,3,3
12,heartbeat,getoveryou,3,3
13,blessees,janine,3,3
14,reich,niveau,4,4
