N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,0,0
1,does_anybody,bali,0,0
2,old_eli,someday_prince,5,5
3,prelude,dakota,2,2
4,motheranddad,nearyou,1,1
5,rendezvous,idreamed,3,3
6,hessofine,mysweetlord,6,6
7,jeanniemichele,themeatimetolove,0,0
8,daybyday,themetodayshow,6,6
9,dirlada,loopdilove,0,0
10,letitend,howdeepisyourlove,1,1
11,ithinkaboutyou,ithinkaboutyoutwo,0,0
12,gehtsparkasse,begood,4,4
13,heartbeat,getoveryou,4,4
14,blessees,janine,4,4
15,reich,niveau,0,0
