N,Song1,Song2,Cluster_1,Cluster_2
0,o_gladsome,o_light,2,2
1,does_anybody,bali,1,1
2,alla_rancho,el_rancho_anonymous,1,1
3,chatterbox_carew,chatterbox_jerome,1,1
4,kansas,roses,1,1
5,whisper_to_me,itallcomes,3,3
6,prelude,dakota,1,1
7,amothersprayer,myownsweet,4,4
8,motheranddad,nearyou,4,4
9,goodnight,whilewedream,1,1
10,rendezvous,idreamed,4,4
11,mizpahshalom,shalom,1,1
12,evangelimann,mitternachtstango,3,3
13,daybyday,themetodayshow,0,0
14,keeponsinging,keeponsingingtwo,3,3
15,dirlada,loopdilove,2,2
16,tillyou,phantomoftheopera,3,3
17,greengrassgrows,superstring,5,5
18,gehtsparkasse,begood,5,5
19,heartbeat,getoveryou,5,5
20,blessees,janine,5,5
21,reich,niveau,3,3
