N,Song1,Song2,Cluster_1,Cluster_2
0,o_gladsome,o_light,0,0
1,does_anybody,bali,1,1
2,alla_rancho,el_rancho_anonymous,1,1
3,chatterbox_carew,chatterbox_jerome,1,1
4,kansas,roses,1,1
5,whisper_to_me,itallcomes,2,2
6,prelude,dakota,1,1
7,amothersprayer,myownsweet,0,0
8,twilightwaltz,calledlove,1,1
9,motheranddad,nearyou,0,0
10,goodnight,whilewedream,1,1
11,rendezvous,idreamed,0,0
12,mizpahshalom,shalom,1,1
13,evangelimann,mitternachtstango,2,2
14,sognonostalgico,girlinthedark,1,1
15,hessofine,mysweetlord,1,1
16,jeanniemichele,themeatimetolove,2,2
17,dirlada,loopdilove,2,2
18,uncantoagalicia,bisschenfrieden,2,2
19,lifeisarock,menusong,0,0
20,tillyou,phantomoftheopera,2,2
21,greengrassgrows,superstring,0,0
22,whereareyounow,whereareyou,2,2
23,heartbeat,getoveryou,0,0
24,gumtree,downunder,1,1
25,blessees,janine,0,0
26,reich,niveau,2,2
