N,Song1,Song2,Cluster_1,Cluster_2
0,does_anybody,bali,2,2
1,alla_rancho,el_rancho_anonymous,2,2
2,chatterbox_carew,chatterbox_jerome,2,2
3,kansas,roses,2,2
4,amothersprayer,myownsweet,9,9
5,motheranddad,nearyou,9,9
6,goodnight,whilewedream,8,8
7,rendezvous,idreamed,9,9
8,hessofine,mysweetlord,8,8
9,dirlada,loopdilove,1,1
10,pourtoi,feelings,6,6
11,ithinkaboutyou,ithinkaboutyoutwo,12,12
12,greengrassgrows,superstring,5,5
13,heartbeat,getoveryou,13,13
14,gumtree,downunder,2,2
15,blessees,janine,5,5
16,reich,niveau,3,3
