N,Song1,Song2,Cluster_1,Cluster_2
0,does_anybody,bali,1,1
1,chatterbox_carew,chatterbox_jerome,1,1
2,kansas,roses,6,6
3,prelude,dakota,6,6
4,amothersprayer,myownsweet,11,11
5,motheranddad,nearyou,11,11
6,goodnight,whilewedream,10,10
7,rendezvous,idreamed,3,3
8,mizpahshalom,shalom,6,6
9,hessofine,mysweetlord,10,10
10,daybyday,themetodayshow,9,9
11,keeponsinging,keeponsingingtwo,2,2
12,dirlada,loopdilove,5,5
13,pourtoi,feelings,4,4
14,greengrassgrows,superstring,0,0
15,gehtsparkasse,begood,0,0
16,heartbeat,getoveryou,0,0
17,gumtree,downunder,6,6
18,blessees,janine,0,0
19,reich,niveau,2,2
