N,Song1,Song2,Cluster_1,Cluster_2
0,does_anybody,bali,12,12
1,chatterbox_carew,chatterbox_jerome,12,12
2,amothersprayer,myownsweet,8,8
3,motheranddad,nearyou,8,8
4,goodnight,whilewedream,14,14
5,rendezvous,idreamed,8,8
6,daybyday,themetodayshow,2,2
7,keeponsinging,keeponsingingtwo,0,0
8,dirlada,loopdilove,11,11
9,uncantoagalicia,bisschenfrieden,9,9
10,ithinkaboutyou,ithinkaboutyoutwo,9,9
11,greengrassgrows,superstring,5,5
12,gehtsparkasse,begood,5,5
13,heartbeat,getoveryou,5,5
14,blessees,janine,5,5
15,reich,niveau,0,0
