N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,2,2
1,light_myLife,lady_divine_pt3,2,2
2,lady_love,word_warning,2,2
3,whisper,wishing_song,2,2
4,does_anybody,bali,2,2
5,spider,desert_song,2,2
6,old_eli,someday_prince,2,2
7,alla_rancho,el_rancho_anonymous,2,2
8,chatterbox_carew,chatterbox_jerome,2,2
9,kansas,roses,2,2
10,kalamazoo_arnstein,kalamazoo_warren,2,2
11,prelude,dakota,2,2
12,vagyok,perhaps,2,2
13,messiah,fence,2,2
14,shepherd,beginthebeguine,2,2
15,amothersprayer,myownsweet,2,2
16,sadness,youdbesonice,2,2
17,twilightwaltz,calledlove,2,2
18,motheranddad,nearyou,2,2
19,thehappywhistler,sanfranciscobrewingad,2,2
20,mygodandi,mygodanditwo,2,2
21,goodnight,whilewedream,2,2
22,mizpahshalom,shalom,2,2
23,evangelimann,mitternachtstango,2,2
24,mojoworkout,gotmymojoworking,2,2
25,sognonostalgico,girlinthedark,2,2
26,hessofine,mysweetlord,2,2
27,keeponsinging,keeponsingingtwo,2,2
28,dirlada,loopdilove,2,2
29,letitend,howdeepisyourlove,2,2
30,pourtoi,feelings,2,2
31,uncantoagalicia,bisschenfrieden,2,2
32,lifeisarock,menusong,1,1
33,es,hey,2,2
34,tillyou,phantomoftheopera,2,2
35,ithinkaboutyou,ithinkaboutyoutwo,2,2
36,greengrassgrows,superstring,0,0
37,whereareyounow,whereareyou,2,2
38,gehtsparkasse,begood,1,1
39,heartbeat,getoveryou,1,1
40,gumtree,downunder,2,2
41,blessees,janine,1,1
42,reich,niveau,2,2
