N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt3,7,7
1,old_eli,someday_prince,7,7
2,chatterbox_carew,chatterbox_jerome,7,7
3,kansas,roses,7,7
4,kalamazoo_arnstein,kalamazoo_warren,7,7
5,prelude,dakota,7,7
6,messiah,fence,7,7
7,amothersprayer,myownsweet,7,7
8,motheranddad,nearyou,12,12
9,mojoworkout,gotmymojoworking,12,12
10,sognonostalgico,girlinthedark,7,7
11,hessofine,mysweetlord,7,7
12,dirlada,loopdilove,4,4
13,letitend,howdeepisyourlove,7,7
14,uncantoagalicia,bisschenfrieden,7,7
15,greengrassgrows,superstring,3,3
16,gehtsparkasse,begood,8,8
17,heartbeat,getoveryou,8,8
18,blessees,janine,8,8
