N,Song1,Song2,Algo,Embedding,Perc
0,kansas,roses,MiniBatch1000,300,2.9
1,kansas,roses,MiniBatch1000,100,14.49
2,kansas,roses,MiniBatch1000,200,2.9
3,kansas,roses,MiniBatch1000,50,31.88
4,kansas,roses,MiniBatch1000,150,13.04
