N,Song1,Song2,Cluster_1,Cluster_2
0,confessing,starlight,9,9
1,alla_rancho,el_rancho_anonymous,9,9
2,messiah,fence,9,9
3,shepherd,beginthebeguine,9,9
4,tonighthesailedagain,iloveyouyesido,9,9
5,mizpahshalom,shalom,9,9
6,evangelimann,mitternachtstango,9,9
7,dirlada,loopdilove,0,0
8,letitend,howdeepisyourlove,0,0
9,lifeisarock,menusong,5,5
10,es,hey,9,9
11,ithinkaboutyou,ithinkaboutyoutwo,9,9
12,greengrassgrows,superstring,3,3
13,whereareyounow,whereareyou,9,9
14,heartbeat,getoveryou,8,8
15,blessees,janine,10,10
16,reich,niveau,6,6
