N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,6,6
1,old_eli,someday_prince,5,5
2,prelude,dakota,7,7
3,messiah,fence,5,5
4,shepherd,beginthebeguine,5,5
5,sadness,youdbesonice,5,5
6,mizpahshalom,shalom,5,5
7,mojoworkout,gotmymojoworking,0,0
8,keeponsinging,keeponsingingtwo,1,1
9,dirlada,loopdilove,7,7
10,letitend,howdeepisyourlove,5,5
11,lifeisarock,menusong,2,2
12,ithinkaboutyou,ithinkaboutyoutwo,7,7
13,gehtsparkasse,begood,6,6
14,heartbeat,getoveryou,6,6
15,blessees,janine,6,6
