N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,4,4
1,confessing,starlight,2,2
2,whisper_to_me,itallcomes,4,4
3,prelude,dakota,3,3
4,messiah,fence,0,0
5,shepherd,beginthebeguine,0,0
6,sadness,youdbesonice,0,0
7,mygodandi,mygodanditwo,0,0
8,goodnight,whilewedream,0,0
9,mizpahshalom,shalom,0,0
10,sognonostalgico,girlinthedark,2,2
11,hessofine,mysweetlord,0,0
12,keeponsinging,keeponsingingtwo,0,0
13,dirlada,loopdilove,3,3
14,letitend,howdeepisyourlove,0,0
15,uncantoagalicia,bisschenfrieden,0,0
16,lifeisarock,menusong,4,4
17,ithinkaboutyou,ithinkaboutyoutwo,3,3
18,greengrassgrows,superstring,4,4
19,whereareyounow,whereareyou,3,3
20,gehtsparkasse,begood,2,2
21,heartbeat,getoveryou,0,0
22,blessees,janine,4,4
23,reich,niveau,0,0
