N,Song1,Song2,Cluster_1,Cluster_2
0,does_anybody,bali,11,11
1,whisper_to_me,itallcomes,1,1
2,prelude,dakota,10,10
3,amothersprayer,myownsweet,4,4
4,motheranddad,nearyou,12,12
5,rendezvous,idreamed,4,4
6,evangelimann,mitternachtstango,1,1
7,hessofine,mysweetlord,16,16
8,jeanniemichele,themeatimetolove,6,6
9,daybyday,themetodayshow,16,16
10,letitend,howdeepisyourlove,12,12
11,ithinkaboutyou,ithinkaboutyoutwo,6,6
12,gehtsparkasse,begood,14,14
13,heartbeat,getoveryou,15,15
14,blessees,janine,14,14
15,reich,niveau,11,11
