N,Song1,Song2,Cluster_1,Cluster_2
0,lady_love,word_warning,3,3
1,does_anybody,bali,2,2
2,old_eli,someday_prince,3,3
3,prelude,dakota,1,1
4,motheranddad,nearyou,3,3
5,thehappywhistler,sanfranciscobrewingad,1,1
6,mygodandi,mygodanditwo,1,1
7,evangelimann,mitternachtstango,5,5
8,mojoworkout,gotmymojoworking,4,4
9,hessofine,mysweetlord,1,1
10,jeanniemichele,themeatimetolove,0,0
11,daybyday,themetodayshow,1,1
12,letitend,howdeepisyourlove,3,3
13,ithinkaboutyou,ithinkaboutyoutwo,0,0
14,gehtsparkasse,begood,5,5
15,heartbeat,getoveryou,5,5
16,blessees,janine,5,5
17,reich,niveau,2,2
