N,Song1,Song2,Cluster_1,Cluster_2
0,alla_rancho,el_rancho_anonymous,11,11
1,chatterbox_carew,chatterbox_jerome,11,11
2,amothersprayer,myownsweet,9,9
3,motheranddad,nearyou,9,9
4,rendezvous,idreamed,9,9
5,keeponsinging,keeponsingingtwo,10,10
6,dirlada,loopdilove,7,7
7,pourtoi,feelings,4,4
8,lifeisarock,menusong,1,1
9,greengrassgrows,superstring,6,6
10,whereareyounow,whereareyou,7,7
11,gehtsparkasse,begood,6,6
12,heartbeat,getoveryou,6,6
13,blessees,janine,6,6
14,reich,niveau,10,10
