N,Song1,Song2,Cluster_1,Cluster_2
0,o_gladsome,o_light,1,1
1,does_anybody,bali,0,0
2,alla_rancho,el_rancho_anonymous,0,0
3,chatterbox_carew,chatterbox_jerome,0,0
4,whisper_to_me,itallcomes,6,6
5,prelude,dakota,4,4
6,amothersprayer,myownsweet,2,2
7,motheranddad,nearyou,2,2
8,goodnight,whilewedream,4,4
9,rendezvous,idreamed,2,2
10,evangelimann,mitternachtstango,6,6
11,hessofine,mysweetlord,4,4
12,keeponsinging,keeponsingingtwo,6,6
13,dirlada,loopdilove,1,1
14,tillyou,phantomoftheopera,6,6
15,greengrassgrows,superstring,2,2
16,heartbeat,getoveryou,2,2
17,blessees,janine,2,2
18,reich,niveau,6,6
