N,Song1,Song2,Algo,Embedding,Perc
0,spider,desert_song,Spectral,300,2.9
1,spider,desert_song,Spectral,100,52.17
2,spider,desert_song,Spectral,200,2.9
3,spider,desert_song,Spectral,50,95.65
4,spider,desert_song,Spectral,150,5.8
