N,Song1,Song2,Algo,Embedding,Perc
0,mizpahshalom,shalom,Spectral,300,2.9
1,mizpahshalom,shalom,Spectral,100,1.45
2,mizpahshalom,shalom,Spectral,200,2.9
3,mizpahshalom,shalom,Spectral,50,1.45
4,mizpahshalom,shalom,Spectral,150,17.39
