N,Song1,Song2,Algo,Embedding,Perc
0,o_gladsome,o_light,Spectral,300,24.64
1,o_gladsome,o_light,Spectral,100,8.7
2,o_gladsome,o_light,Spectral,200,0.0
3,o_gladsome,o_light,Spectral,50,4.35
4,o_gladsome,o_light,Spectral,150,7.25
