N,Song1,Song2,Algo,Embedding,Perc
0,reich,niveau,Spectral,300,2.9
1,reich,niveau,Spectral,100,7.25
2,reich,niveau,Spectral,200,0.0
3,reich,niveau,Spectral,50,8.7
4,reich,niveau,Spectral,150,28.99
