N,Song1,Song2,Algo,Embedding,Perc
0,prelude,dakota,Spectral,300,15.94
1,prelude,dakota,Spectral,100,20.29
2,prelude,dakota,Spectral,200,1.45
3,prelude,dakota,Spectral,50,1.45
4,prelude,dakota,Spectral,150,8.7
