N,Song1,Song2,Algo,Embedding,Perc
0,daybyday,themetodayshow,Spectral,300,8.7
1,daybyday,themetodayshow,Spectral,100,1.45
2,daybyday,themetodayshow,Spectral,200,1.45
3,daybyday,themetodayshow,Spectral,50,4.35
4,daybyday,themetodayshow,Spectral,150,0.0
