N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt3,3,3
1,o_gladsome,o_light,3,3
2,lady_love,word_warning,3,3
3,does_anybody,bali,3,3
4,spider,desert_song,3,3
5,old_eli,someday_prince,3,3
6,chatterbox_carew,chatterbox_jerome,1,1
7,kansas,roses,1,1
8,sadness,youdbesonice,3,3
9,mojoworkout,gotmymojoworking,2,2
10,sognonostalgico,girlinthedark,3,3
11,daybyday,themetodayshow,3,3
12,uncantoagalicia,bisschenfrieden,3,3
13,es,hey,2,2
14,whereareyounow,whereareyou,2,2
15,gehtsparkasse,begood,0,0
16,heartbeat,getoveryou,0,0
17,gumtree,downunder,1,1
18,reich,niveau,1,1
