N,Song1,Song2,Algo,Embedding,Perc
0,lifeisarock,menusong,Spectral,300,2.9
1,lifeisarock,menusong,Spectral,100,14.49
2,lifeisarock,menusong,Spectral,200,2.9
3,lifeisarock,menusong,Spectral,50,2.9
4,lifeisarock,menusong,Spectral,150,1.45
