N,Song1,Song2,Algo,Embedding,Perc
0,tonighthesailedagain,iloveyouyesido,Spectral,300,2.9
1,tonighthesailedagain,iloveyouyesido,Spectral,100,2.9
2,tonighthesailedagain,iloveyouyesido,Spectral,200,0.0
3,tonighthesailedagain,iloveyouyesido,Spectral,50,1.45
4,tonighthesailedagain,iloveyouyesido,Spectral,150,18.84
