N,Song1,Song2,Algo,Embedding,Perc
0,blessees,janine,Spectral,300,15.94
1,blessees,janine,Spectral,100,2.9
2,blessees,janine,Spectral,200,10.14
3,blessees,janine,Spectral,50,0.0
4,blessees,janine,Spectral,150,0.0
