N,Song1,Song2,Algo,Embedding,Perc
0,confessing,starlight,Spectral,300,28.99
1,confessing,starlight,Spectral,100,2.9
2,confessing,starlight,Spectral,200,1.45
3,confessing,starlight,Spectral,50,1.45
4,confessing,starlight,Spectral,150,5.8
