N,Song1,Song2,Algo,Embedding,Perc
0,whisper_to_me,itallcomes,Spectral,300,2.9
1,whisper_to_me,itallcomes,Spectral,100,11.59
2,whisper_to_me,itallcomes,Spectral,200,0.0
3,whisper_to_me,itallcomes,Spectral,50,1.45
4,whisper_to_me,itallcomes,Spectral,150,7.25
