N,Song1,Song2,Algo,Embedding,Perc
0,tillyou,phantomoftheopera,Spectral,300,1.45
1,tillyou,phantomoftheopera,Spectral,100,4.35
2,tillyou,phantomoftheopera,Spectral,200,1.45
3,tillyou,phantomoftheopera,Spectral,50,7.25
4,tillyou,phantomoftheopera,Spectral,150,7.25
