N,Song1,Song2,Algo,Embedding,Perc
0,twilightwaltz,calledlove,Agglomerative,300,13.04
1,twilightwaltz,calledlove,Agglomerative,100,1.45
2,twilightwaltz,calledlove,Agglomerative,200,1.45
3,twilightwaltz,calledlove,Agglomerative,50,8.7
4,twilightwaltz,calledlove,Agglomerative,150,10.14
