N,Song1,Song2,Algo,Embedding,Perc
0,uncantoagalicia,bisschenfrieden,Agglomerative,300,1.45
1,uncantoagalicia,bisschenfrieden,Agglomerative,100,98.55
2,uncantoagalicia,bisschenfrieden,Agglomerative,200,0.0
3,uncantoagalicia,bisschenfrieden,Agglomerative,50,0.0
4,uncantoagalicia,bisschenfrieden,Agglomerative,150,0.0
